ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,2140000810,1528475,"StiBus, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,4386.90,2014-11-30,2015-02-04,5192,FD1403356,
66003008,211418633,63979578,FRACTAL s.r.o.,DOBROPIS - Letenka - p. Budská Helena - FDZ 1400136,-5752,2014-12-05,2015-02-19,2324,FD1403362,
66003008,211418633,63979578,FRACTAL s.r.o.,DOBROPIS - Letenka - p. Budská Helena - FDZ 1400136,0,2014-12-05,2015-02-19,2391,FD1403362,
66003008,14012732,25051865,ZENOVA services s.r.o.,úklidové práce za 12/2014,507703.90,2014-12-12,2015-01-12,5169,FD1403492,
66003008,2141674,41186176,LENIA spol. s r.o.,měsíční zkouška činnosti EPS za 12/2014,4152.72,2014-12-10,2015-01-12,5169,FD1403536,
66003008,9140100210,49702891,FLY UNITED s.r.o.,DOBROPIS - letenka p. Dobeš Karel 0645,0,2014-12-15,2015-01-21,2391,FD1403575,
66003008,9140100210,49702891,FLY UNITED s.r.o.,DOBROPIS - letenka p. Dobeš Karel 0645,-1445,2014-12-15,2015-01-21,2324,FD1403575,
66003008,1690037413,48109193,XEROX CZECH REPUBLIC s.r.o.,"toner, tiskárna, ..",120731.94,2014-12-19,2015-01-13,5139,FD1403627,
66003008,1420101343,15887219,"Elanor, spol. s r.o.",obnovení podpory systému EGJE - 2. část,480000,2014-12-19,2015-02-06,5168,FD1403629,
66003008,7101400564,48533076,Tourbus a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,219298.30,2014-12-15,2015-01-22,5192,FD1403630,
66003008,314140351,25497987,ČSAD  Česká Lípa  a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,71883.36,2014-12-14,2015-01-22,5192,FD1403631,
66003008,2051400218,25095251,"Okresní autobusová doprava Kolín, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 7-11/2014,6914.66,2014-12-19,2015-01-22,5192,FD1403632,
66003008,2143145708,27082440,Alza.cz a.s.,"cartridige, nabíječka, myš, klávesnice....",32317,2014-12-17,2015-01-08,5139,FD1403635,
66003008,2143145708,27082440,Alza.cz a.s.,"cartridige, nabíječka, myš, klávesnice....",6951,2014-12-17,2015-01-08,5171,FD1403635,
66003008,2143145708,27082440,Alza.cz a.s.,"cartridige, nabíječka, myš, klávesnice....",37913,2014-12-17,2015-01-08,5172,FD1403635,
66003008,1092014,27444899,Excello s.r.o.,zajištění antispamových a antivirových služeb za 7-9/2014,49352,2014-12-19,2015-01-22,5168,FD1403636,
66003008,5135765222,47114983,"Česká pošta, s.p.",kvalifikovaný osobní certifikát - zam.,1789.71,2014-12-18,2015-01-14,5169,FD1403637,
66003008,2014106252,60193336,O2 Czech Republic a.s.,obnova životního cyklu mobilních telefonů,374249.61,2014-12-19,2015-01-19,5137,FD1403638,
66003008,4120004779,61328952,"MSV Liberec, s.r.o.",servisní práce u nákladních výtahů za 4.Q. 2014,6000,2014-12-22,2015-01-20,5169,FD1403639,
66003008,1000047,27218848,"KPCS CZ, s.r.o.",certifikát SSI Web Server,7368.90,2014-12-16,2015-01-13,5169,FD1403640,
66003008,30140830,49098934,EVROFIN Int.spol.s.r.o.,Profylaxe - pravidelné prohlídky,9932.90,2014-12-22,2015-01-16,5171,FD1403641,
66003008,143100344,26730448,ARRIVA PRAHA s.r.o,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,137959.04,2014-12-22,2015-01-22,5192,FD1403642,
66003008,3025140012,15057615,"OSNADO spol, s r. o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,330817,2014-12-22,2015-01-22,5192,FD1403643,
66003008,5135770936,47114983,"Česká pošta, s.p.",kvalifikovaný osobní certifikát - zam.,673.14,2014-12-22,2015-01-14,5169,FD1403645,
66003008,1152014,70045399,Vlastimil Holešovský,servis páternosterů za 4. Q. 2014,38349,2014-12-28,2015-01-09,5169,FD1403646,
66003008,131441197,28510011,"Komtern Čechy, s.r.o.",komplexní služby dle plnění SoD za 12/2014,13082.52,2014-12-31,2015-01-30,5169,FD1403647,
66003008,131441216,28510011,"Komtern Čechy, s.r.o.",opravy technolog. zařízení plynové kotelny za 12/2014,5833,2014-12-31,2015-01-30,5171,FD1403648,
66003008,114110006,26204681,CS BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,5143.70,2014-12-30,2015-01-23,5192,FD1403649,
66003008,91340146,28360010,BusLine a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,617712,2014-12-29,2015-01-23,5192,FD1403650,
66003008,14121858,45786259,NESS Czech s.r.o.,uveřejnění formuláře v elektronické podobě,254.10,2014-12-31,2015-01-14,5161,FD1403651,
66003008,2014103995,25635603,WESTPOINT a.s.,obsluha ústředny za 12/2014,28459,2014-12-31,2015-01-22,5169,FD1403652,
66003008,2014103994,25635603,WESTPOINT a.s.,"strážní, ochranná a recepční služba za 12/2014",497551,2014-12-31,2015-01-22,5169,FD1403653,
66003008,21400514,25212079,Marbes consulting s.r.o.,podpora systému HelpDesk,9075,2014-12-31,2015-01-23,5168,FD1403654,
66003008,201411539,27596494,"Marking Center CZ, a.s.","štoček, pronty kulaté, digitální vizitky",7681,2014-12-30,2015-01-26,5139,FD1403656,
66003008,3112268,62581341,"DIGNITA, s.r.o.",údržba systému elektronická podatelna za 12/2014,6050,2014-12-31,2015-01-16,5168,FD1403657,
66003008,20142090,27309126,"Quick Bus, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,120176,2014-12-31,2015-01-30,5192,FD1403658,
66003008,2014178,27289974,"Autobusy KAVKA, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,161253.25,2014-12-31,2015-01-30,5192,FD1403659,
66003008,122014,2378051,Filip Knap,stěhovací práce za 12/2014,28080,2014-12-31,2015-01-15,5169,FD1403660,
66003008,122014,2377659,Martin Červenka,stěhovací práce za 12/2014,28080,2014-12-31,2015-01-15,5169,FD1403661,
66003008,11402515,27912353,"SpeedCard, s.r.o.",pravidelný servis za 12/2014,7151,2014-12-30,2015-02-03,5168,FD1403662,
66003008,122014,74852973,Jihlová Danuše,služby v oblasti administrativní správy za 12/2014,27600,2014-12-30,2015-01-14,5169,FD1403663,
66003008,2340195664,28492170,"GTS Czech, s. r. o.",GTS telefonní připojení za 12/2014,68605,2014-12-31,2015-01-30,5162,FD1403664,
66003008,2141120721,64948251,ALTRON a.s.,servisní pgm. SILVER-MG za 10-12/2014,120092.50,2014-12-31,2015-01-30,5169,FD1403665,
66003008,1011123,15890155,"SIMOPT, s.r.o.",zajištění webhostingu - www.ibesip.cz za 10-12/2014,3294.25,2014-12-12,2015-01-22,5168,FD1403666,
66003008,242014,71275428,HAUŠILD MARIAN ÚDRŽBA NEMOVITOSTÍ,práce dle objednávky za 12/2014,12600,2014-12-31,2015-01-13,5171,FD1403668,
66003008,8141544,18628966,"Centra, a.s.","provozní, technická správa a údržba sídla MD za 12/2014",252546,2014-12-31,2015-01-23,5171,FD1403669,
66003008,14620034,63078953,Stavební obnova železnic a.s.,ostraha objektu Sázava za 12/2014,9075,2014-12-31,2015-01-30,5169,FD1403670,
66003008,1442147458,25656635,"Pražské vodovody a kanalizace, a.s.",srážky za 12/2014,14791,2014-12-31,2015-01-16,5151,FD1403671,
66003008,9703320015,49356089,"AVE CZ odpadové hospodářství, s.r.o.",odvoz a zneškodnění odpadu za 12/2014,25711,2014-12-31,2015-01-30,5169,FD1403672,
66003008,1142794,26694484,"Anopress IT, a.s.",Monitoring off-line za 12/2014,26499,2014-12-31,2015-01-15,5169,FD1403673,
66003008,2014646,27977315,Pontech s.r.o.,podpora a rozvoj informačního systému pro podporu projektového řízení za 12/2014,4961,2014-12-31,2015-01-23,5168,FD1403674,
66003008,4601001526,61974731,"Trade FIDES, a.s.",telekomunikační služby IP VPN 4M za 12/2014,15306.50,2014-12-31,2015-01-30,5162,FD1403675,
66003008,4601001528,61974731,"Trade FIDES, a.s.",servisní pohotovost s dojezdem do 4 a 8 hodin za 12/2014,5929,2014-12-31,2015-01-30,5169,FD1403676,
66003008,1422250242,25198688,ČSAD STTRANS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,75881,2014-12-31,2015-02-02,5192,FD1403677,
66003008,150100002,46346716,ČAS - SERVICE a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,42540,2014-12-31,2015-01-23,5192,FD1403678,
66003008,114120004,26204681,CS BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,3189.20,2014-12-31,2015-01-22,5192,FD1403679,
66003008,1125140203,25620886,ARRIVA STŘEDNÍ ČECHY s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,34954.63,2014-12-31,2015-02-02,5192,FD1403680,
66003008,180814081,44017014,"Nakladatelství Commercial Service K+K, s.r.o.",slovník Millennium 8,6900,2014-09-29,2015-01-26,5172,FD1403681,
66003008,217140176,60110244,"CDS, s. r. o. Náchod",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,95438,2014-12-31,2015-02-06,5192,FD1403687,
66003008,14100287,26377977,RDS bus s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,17230,2014-12-31,2015-01-30,5192,FD1403688,
66003008,2000200162,49454641,ČAD Blansko a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,8910,2014-12-31,2015-01-30,5192,FD1403689,
66003008,2151401093,46905952,"ČSAD Tišnov, spol.s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,8602,2014-12-31,2015-01-22,5192,FD1403690,
66003008,323140016,26950731,VYDOS BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,5561,2014-12-31,2015-02-02,5192,FD1403691,
66003008,2500066,1279,"Státní tiskárna cenin, s.p.",řidičské průkazy BLESK za 12/2014,154788.77,2014-12-31,2015-01-30,5139,FD1403692,
66003008,2500065,1279,"Státní tiskárna cenin, s.p.",řidičské průkazy 2014,1914119.81,2014-12-31,2015-01-30,5139,FD1403693,
66003008,2500067,1279,"Státní tiskárna cenin, s.p.",Průkaz PPZŘ,492.23,2014-12-31,2015-01-27,5139,FD1403694,
66003008,2014106403,60193336,O2 Czech Republic a.s.,5 ks mobilní telefony,74975,2014-12-30,2015-01-26,5137,FD1403695,
66003008,2014106429,60193336,O2 Czech Republic a.s.,zajištění služeb elektronických komunikací za 12/2014,38599,2014-12-31,2015-01-23,5162,FD1403696,
66003008,627959939,60193336,O2 Czech Republic a.s.,telekomunikační služby za 12/2014,617.64,2014-12-31,2015-01-23,5162,FD1403697,
66003008,627937426,60193336,O2 Czech Republic a.s.,telekomunikační služby za 12/2014,5449.54,2014-12-31,2015-01-22,5162,FD1403698,
66003008,2015090004,29035236,Baronetto s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,4206.50,2014-12-31,2015-02-03,5192,FD1403699,
66003008,1011400078,28170954,PROBO BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,222441,2014-12-31,2015-02-06,5192,FD1403700,
66003008,141295261,24206741,GTH catering a.s.,odebraná dotovaná jídla zaměstnanci za 12/2014,412541,2014-12-31,2015-01-23,5169,FD1403701,
66003008,141295262,24206741,GTH catering a.s.,odebraná nedotovaná jídla zaměstnanci za 12/2014,85642,2014-12-31,2015-01-23,5169,FD1403702,
66003008,141295263,24206741,GTH catering a.s.,odebraná dotovaná jídla důchodci za 12/2014,8090,2014-12-31,2015-01-23,5169,FD1403703,
66003008,141295267,24206741,GTH catering a.s.,cateringové služby na akci dne 17.12.2014,508,2014-12-31,2015-01-23,5175,FD1403704,
66003008,141295268,24206741,GTH catering a.s.,cateringové služby na akci dne 18.12.2014,261,2014-12-31,2015-01-23,5175,FD1403705,
66003008,15589293,60193336,O2 Czech Republic a.s.,služby IP VPN internet - pevné připojení,292870.98,2014-12-31,2015-02-05,5162,FD1403706,
66003008,15589291,60193336,O2 Czech Republic a.s.,"služby IP VPN, přenosové služby",7279,2014-12-31,2015-02-05,5162,FD1403707,
66003008,5342155,45808163,FASS s.r.o. - Technická ochrana objektů,Bezpečnost práce a požární ochrany za 12/2014,10890,2014-12-31,2015-01-30,5169,FD1403708,
66003008,202014,2323001,"Znalecká kancelář Dr. Ludvíka, s.r.o.",poradenské služby,145200,2014-12-23,2015-01-19,5168,FD1403709,
66003008,90049269,25145444,ICZ a.s.,zabezpečení provozu IS pro vedení CRŘ za 12/2014,2506576,2014-12-31,2015-02-06,5168,FD1403710,
66003008,90049267,25145444,ICZ a.s.,Služby zvýšeného technického a bezpečnostního dohledu pro kopii CRŘ ...za 12/2014,416216,2014-12-31,2015-02-02,5168,FD1403711,
66003008,140115535,49702891,FLY UNITED s.r.o.,"ubytování - p. Hromas0649, p. Šolcová 0507, p. Jelínek 0651",5593.80,2014-12-31,2015-01-27,5173,FD1403712,
66003008,201412051,25052004,MERCURY CZ s.r.o.,ostraha pokladní za 12/2014,3630,2014-12-10,2015-01-15,5169,FD1403713,
66003008,1301400051,60747536,ČSAD Hodonín a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,36639,2014-12-31,2015-02-09,5192,FD1403714,
66003008,1314004447,60071109,ČSAD Jindřichův Hradec a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,94907.57,2014-12-31,2015-02-03,5192,FD1403715,
66003008,1014018525,46346040,ICOM transport a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,284049.79,2014-12-31,2015-02-03,5192,FD1403716,
66003008,1214002365,60108851,"ČSAD Ústí nad Orlicí, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,501044.10,2014-12-31,2015-02-03,5192,FD1403717,
66003008,1114001198,60193441,ČSAD a.s. Benešov,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,17541.27,2014-12-31,2015-02-03,5192,FD1403718,
66003008,1514000643,25503316,"TRADO-BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,79615.78,2014-12-31,2015-02-03,5192,FD1403719,
66003008,2586221115,45272956,Česká pojišťovna a.s.,Vyúčtování pojistného za 12/2014,30336,2014-12-31,2015-01-20,5163,FD1403720,
66003008,146592,27616347,"ČSAD Střední Čechy , a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,145031,2014-12-31,2015-02-03,5192,FD1403721,
66003008,12100234,26060451,ČSAD AUTOBUSY České Budějovice a.sČSAD Autobusy České Budějovice a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2014,461459.19,2014-11-30,2015-02-03,5192,FD1403722,
66003008,12100235,26060451,ČSAD AUTOBUSY České Budějovice a.sČSAD Autobusy České Budějovice a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,355108.17,2014-12-31,2015-02-03,5192,FD1403723,
66003008,109,29016002,LEO Express a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,1488198.04,2014-12-31,2015-01-23,5192,FD1403725,
66003008,311413447,47115068,Česká tisková kancelář,Databáze ČTK za 12/2014,6267.80,2014-12-31,2015-01-30,5169,FD1403726,
66003008,1440757,26244136,"TREDOS, spol. s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,104597.88,2014-12-31,2015-01-30,5192,FD1403727,
66003008,149900078,25302078,"BDS-BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,11212.41,2014-12-31,2015-01-22,5192,FD1403728,
66003008,140211,46351973,ČSAD POLKOST s.r.o.,"Kompenzace slev z jízdného ve veřejné osobní dopravě za 1/2014,12/2014",6246,2014-12-31,2015-02-03,5192,FD1403729,
66003008,14272,29247861,Radek Čech - Autobusová doprava s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,15326,2014-12-31,2015-01-22,5192,FD1403730,
66003008,2014055,12771180,Josef Hemelík,Kompenzace slev z jízdného ve veřejné osobní dopravě za 10-12/2014,123479,2014-12-31,2015-01-22,5192,FD1403731,
66003008,640100363,46467521,František Pytlík -0BUS Vysočina,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,43364.55,2014-12-31,2015-01-22,5192,FD1403732,
66003008,1140165,26039702,JH BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,44587,2014-12-31,2015-01-22,5192,FD1403733,
66003008,714171,26318741,AD Ligneta regionalbus s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,153661,2014-12-31,2015-02-09,5192,FD1403734,
66003008,5135796244,47114983,"Česká pošta, s.p.",kvalifikovaný osobní certifikát - zam.,336.57,2014-12-31,2015-01-26,5169,FD1403735,
66003008,100012015,87807416,Ing. Tomáš Drvota,zpracování statistických přehledů za 12/2014 a 4.Q. 2014,8000,2014-12-31,2015-01-30,5169,FD1403736,
66003008,421400060,45148996,ANEXIA s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,200717.24,2014-12-31,2015-02-06,5192,FD1403737,
66003008,2201400991,46345850,"FTL - First Transport Lines, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,63567.34,2014-12-31,2015-01-26,5192,FD1403738,
66003008,300636,64053466,Dopravní podnik města Chomutova a Jirkova a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,28548.70,2014-12-31,2015-01-30,5192,FD1403739,
66003008,12100190,60071397,COMETT PLUS spol. s r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,27005,2014-12-31,2015-02-06,5192,FD1403740,
66003008,8901400257,27752968,ČSAD BUS Uherské Hradiště a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11-12/2014,135028,2014-12-31,2015-03-13,5192,FD1403741,
66003008,2242014,27651029,AUTODOPRAVA LAMER s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-12/2014,78415,2014-12-31,2015-02-03,5192,FD1403742,
66003008,201408216,45662720,Jiří Tunka - autodoprava - spedice,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-8/2014,60225,2014-12-31,2015-01-22,5192,FD1403743,
66003008,1414001381,60193425,ČSAD Slaný a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,54244.75,2014-12-31,2015-02-06,5192,FD1403744,
66003008,3731401588,47676795,AutoCont CZ a.s.,pronájem HW na obcích za 12/2014,251680,2014-12-31,2015-02-06,5168,FD1403745,
66003008,7101405892,61459445,"ČD-Telematika , a.s.",údržba ICT infrastruktury za 12/2014,24950.20,2014-12-31,2015-01-23,5162,FD1403746,
66003008,111400719,49969242,BORS Břeclav a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 7-12/2014,16195,2014-12-31,2015-01-29,5192,FD1403748,
66003008,315,2167514,BUDOS - BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,12925,2014-12-31,2015-02-06,5192,FD1403749,
66003008,217140191,60110244,"CDS, s. r. o. Náchod",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,72935,2014-12-31,2015-02-12,5192,FD1403750,
66003008,14074,49663534,Stanislav Jirásek - STENBUS,Kompenzace slev z jízdného ve veřejné osobní dopravě za 10-12/2014,97059,2014-12-31,2015-01-22,5192,FD1403751,
66003008,41150002,1425757,AZ BUS & TIR PRAHA s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,57744,2014-12-31,2015-01-23,5192,FD1403752,
66003008,1443812,27244181,Autobusy VKJ  s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,227621,2014-12-31,2015-01-30,5192,FD1403753,
66003008,4100421064,25332473,"Autobusy Karlovy Vary, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,58806,2014-12-31,2015-02-06,5192,FD1403754,
66003008,2014220,60597593,Kateřina Kulhánková - EXPRESCAR,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,72653,2014-12-31,2015-01-30,5192,FD1403755,
66003008,7251402245,27074358,"Asseco Central Europe,a.s.",čipové karty pro systém Digitálního tachografu za 12/2014,1719226,2014-12-31,2015-02-06,5139,FD1403757,
66003008,7251402244,27074358,"Asseco Central Europe,a.s.",tech. a uživatelská podpora Upraveného systému digitálního tachografu za 12/2014,762300,2014-12-31,2015-02-06,5168,FD1403758,
66003008,11150075,64939511,"NDCON, s.r.o.",technická podpra při posuzování ÚPD za 12/2014,69129.72,2014-12-31,2015-02-12,5166,FD1403759,
66003008,136413468,28333187,RegioJet a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,3538839,2014-12-31,2015-01-23,5192,FD1403760,
66003008,2140000864,1528475,"StiBus, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,3026.20,2014-12-31,2015-02-04,5192,FD1403761,
66003008,2014701992,26473194,PRESTO - PŘEKLADATELSKÉ CENTRUM s.r.o.,jazyková výuka za 12/2014,42912,2014-12-31,2015-02-11,5167,FD1403762,
66003008,3711400630,47676795,AutoCont CZ a.s.,servisní podpora spisové služby ACTA za 12/2014,39930,2014-12-31,2015-01-30,5168,FD1403764,
66003008,3711400631,47676795,AutoCont CZ a.s.,podpora a provoz aplikace eTesty za 12/2014,363000,2014-12-31,2015-01-30,5168,FD1403765,
66003008,1010209,27452140,H.F. TOUR s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za III.Q 2014 a do´čtování za 7 a 9/2014,28519.50,2014-12-31,2015-01-27,5192,FD1403766,
66003008,1014018571,46346040,ICOM transport a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,265.59,2014-12-31,2015-02-06,5192,FD1403767,
66003008,1214002402,60108851,"ČSAD Ústí nad Orlicí, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,3097.95,2014-12-31,2015-02-06,5192,FD1403768,
66003008,2991401830,25171216,ČSAD JIHOTRANS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,276228,2014-12-31,2015-02-09,5192,FD1403769,
66003008,15002,67398138,Jan Kukla,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,7667.50,2014-12-31,2015-02-13,5192,FD1403770,
66003008,6014150575,46965815,"ZDAR, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,81165,2014-12-31,2015-02-11,5192,FD1403771,
66003008,3025140015,15057615,"OSNADO spol, s r. o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,284865,2014-12-31,2015-01-28,5192,FD1403772,
66003008,1020712014,70994226,"České dráhy, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,2184025.65,2014-12-31,2015-02-13,5192,FD1403773,
66003008,2015100107,60193336,O2 Czech Republic a.s.,Zajištění provozu infrastruktury pro dopravně správní agendy a systémy ERP a HR za 12/2014,4664066,2014-12-31,2015-02-18,5168,FD1403774,
66003008,135403496,25317075,STUDENT AGENCY s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,3171942.47,2014-12-31,2015-01-23,5192,FD1403776,
66003008,662014,46757783,Karel Mudroch - Dale,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,86509,2014-12-31,2015-02-06,5192,FD1403777,
66003008,122014,15036278,Zlatovánek spol.s r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,60493.39,2014-12-31,2015-01-28,5192,FD1403778,
66003008,140100066,28408527,K Servis Bohemia s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,197402,2014-12-31,2015-01-23,5192,FD1403779,
66003008,20141177,63496283,"Znojemská dopravní společnost - PSOTA, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,78218,2014-12-31,2015-01-30,5192,FD1403780,
66003008,2141400037,27229131,ČSAD MHD Kladno a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,193062,2014-12-31,2015-02-06,5192,FD1403782,
66003008,1201480392,45192120,ČSAD Vsetín a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,199435,2014-12-31,2015-02-09,5192,FD1403783,
66003008,24072,1486951,HOUSACAR s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,19147,2014-12-31,2015-01-26,5192,FD1403784,
66003008,720140923,24229881,"Caledonian Languages, s.r.o.",jazyková výuka za 12/2014,6970,2014-12-31,2015-01-30,5169,FD1403785,
66003008,2014976,25947249,P-transport s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-12/2014,470710,2014-12-31,2015-01-30,5192,FD1403789,
66003008,12015,27444899,Excello s.r.o.,Zajištění antispamové a antivirové ochrany Virusfree - za 10-12/2014,49352,2014-12-31,2015-01-26,5168,FD1403790,
66003008,2051400232,25095251,"Okresní autobusová doprava Kolín, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2014,1510.68,2014-12-31,2015-02-13,5192,FD1403791,
