ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,20151302,26718537,"itelligence, a.s.",podpora a rozvoj informačního systému pro podporu projektového řízení  na MD po skončení projektu za 12/2015,4961,2015-12-31,2016-01-29,5168,FD1503749,
66003008,1152922,26694484,"Anopress IT, a.s.",monitoring médií za 12/2015,26136,2015-12-31,2016-01-20,5169,FD1503751,
66003008,151295283,24206741,GTH catering a.s.,cateringové služby na akci dne 16.12.2015,182,2015-12-31,2016-01-25,5175,FD1503753,
66003008,151295279,24206741,GTH catering a.s.,za odebraná dotovaná jídla důchodci za 12/2015,8440,2015-12-31,2016-01-25,5169,FD1503754,
66003008,151295277,24206741,GTH catering a.s.,za odebraná dotovaná jídla zaměstnanci za 12/2015,385904,2015-12-31,2016-01-25,5169,FD1503755,
66003008,151295278,24206741,GTH catering a.s.,za odebraná nedotovaná jídla zaměstnanci za 12/2015,85915,2015-12-31,2016-01-25,5169,FD1503756,
66003008,2015312,27289974,"Autobusy KAVKA, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,121026.25,2015-12-31,2016-02-11,5192,FD1503757,
66003008,136514310,28333187,RegioJet a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,3885849,2015-12-31,2016-02-15,5192,FD1503758,
66003008,300150222,26950731,VYDOS BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,2496,2015-12-31,2016-02-11,5192,FD1503760,
66003008,12016,44565054,"CHEMSTAV LITVÍNOV, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 8-12/2015,161122,2015-12-31,2016-09-20,5192,FD1503761,
66003008,91350117,28360010,BusLine a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2015,551459,2015-12-31,2016-02-01,5192,FD1503762,
66003008,1115001778,60193441,ČSAD a.s. Benešov,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,7839.74,2015-12-31,2016-02-11,5192,FD1503763,
66003008,217150022,60110244,"CDS, s. r. o. Náchod",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2015,36894,2015-12-31,2016-02-05,5192,FD1503764,
66003008,1415001718,60193425,ČSAD Slaný a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,59034.68,2015-12-31,2016-02-11,5192,FD1503765,
66003008,1515000454,25503316,"TRADO-BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,77338.65,2015-12-31,2016-02-11,5192,FD1503766,
66003008,41160001,1425757,AZ BUS & TIR PRAHA s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,46699,2015-12-31,2016-02-26,5192,FD1503767,
66003008,1015022550,46346040,ICOM transport a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,280857.63,2015-12-31,2016-02-11,5192,FD1503768,
66003008,1315004847,60071109,ČSAD Jindřichův Hradec a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,88133.09,2015-12-31,2016-02-11,5192,FD1503769,
66003008,272015,46757783,Karel Mudroch - Dale,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,121783,2015-12-31,2016-02-15,5192,FD1503770,
66003008,156519,27616347,"ČSAD Střední Čechy , a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,78303,2015-12-31,2016-02-11,5192,FD1503771,
66003008,2015090270,29035236,Baronetto s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,6468.69,2015-12-31,2016-02-05,5192,FD1503772,
66003008,1125160001,25620886,ARRIVA STŘEDNÍ ČECHY s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,50002.05,2015-12-31,2016-02-11,5192,FD1503773,
66003008,1011143,27452140,H.F. TOUR s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,8583.50,2015-12-31,2016-04-18,5192,FD1503774,
66003008,1150180,26039702,JH BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,30797,2015-12-31,2016-02-10,5192,FD1503775,
66003008,650200165,46467521,František Pytlík -0BUS Vysočina,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,41609.34,2015-12-31,2016-02-11,5192,FD1503776,
66003008,15100,49663534,Stanislav Jirásek - STENBUS,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,33934,2015-12-31,2016-02-11,5192,FD1503777,
66003008,2016010446,25628470,"Weinhold Legal, v.o.s.",právní služby,257584.80,2015-12-31,2016-02-18,5166,FD1503778,
66003008,311513013,47115068,Česká tisková kancelář,zpravodajský servis ČTK za 12/2015,12801.80,2015-12-31,2016-01-21,5169,FD1503779,
66003008,670083704,60193336,O2 Czech Republic a.s.,telekomunikační služba za 12/2015,598.65,2015-12-31,2016-01-28,5162,FD1503780,
66003008,5352145,45808163,FASS s.r.o. - Technická ochrana objektů,Bezpečnost práce a požární ochrany za 12/2015,10890,2015-12-31,2016-02-05,5169,FD1503781,
66003008,15310314,26166062,IFS Czech s.r.o.,"Zajištění provozu, podpory a rozvoje ekonomického systému IFS za 12/2015",655336,2015-12-31,2016-02-12,5168,FD1503782,
66003008,211151922,61328987,INEX Česká republika s.r.o.,havarijní oprava stoupačky,23976,2015-12-31,2016-02-05,5171,FD1503783,
66003008,211151923,61328987,INEX Česká republika s.r.o.,opravy a úpravy místnosti v bývalém zdrav. středisku,10648,2015-12-31,2016-02-05,5171,FD1503784,
66003008,1151451,61860409,ATS-TELCOM Praha a.s.,zajištění servisní pohotovosti za 12/2015,4828,2015-12-31,2016-02-05,5168,FD1503785,
66003008,4061600003,28903765,"VEMEX Energie, a.s.",vyúčtování plynu za 12/2015 - FDZ 1500020,208420.75,2015-12-31,2016-01-28,5153,FD1503786,
66003008,161000061,26172062,"GLOSSA, s.r.o.",jazyková výuka za 12/2015,1360,2015-12-31,2016-01-21,5167,FD1503787,
66003008,82016,27444899,Excello s.r.o.,zajištění antispamových a antivirových služeb za 10-12/2015,32902,2015-12-31,2016-02-05,5168,FD1503788,
66003008,2015701832,26473194,PRESTO - PŘEKLADATELSKÉ CENTRUM s.r.o.,jazyková výuka za 12/2015,47877,2015-12-31,2016-02-11,5167,FD1503789,
66003008,16135056,60193336,O2 Czech Republic a.s.,služby IP VPN za 12/2015,127388.80,2015-12-31,2016-02-05,5162,FD1503790,
66003008,1601000320,45805369,ŠkoFIN s.r.o.,vyúčtování leasingu za 12/2015,13034.12,2015-12-31,2016-01-21,5164,FD1503791,
66003008,217150023,60110244,"CDS, s. r. o. Náchod",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,31609,2015-12-31,2016-02-22,5192,FD1503792,
66003008,2015220,60597593,Kateřina Kulhánková - EXPRESCAR,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,58730,2015-12-31,2016-02-11,5192,FD1503794,
66003008,1301500067,60747536,ČSAD Hodonín a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11-12/2015,75984.08,2015-12-31,2016-02-11,5192,FD1503795,
66003008,12100238,26060451,ČSAD AUTOBUSY České Budějovice a.sČSAD Autobusy České Budějovice a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,314198.31,2015-12-31,2016-02-11,5192,FD1503796,
66003008,715195,26318741,AD Ligneta regionalbus s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,120552,2015-12-31,2016-02-11,5192,FD1503797,
66003008,1540000208,49812947,"KAD, spol. s r. o. Krkonošská automobilová doprava",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,118750.62,2015-12-31,2016-06-16,5192,FD1503799,
66003008,1215002176,60108851,"ČSAD Ústí nad Orlicí, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,404834.74,2015-12-31,2016-02-11,5192,FD1503800,
66003008,159900076,25302078,"BDS-BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,11535.17,2015-12-31,2016-03-30,5192,FD1503801,
66003008,1540779,26244136,"TREDOS, spol. s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,95101,2015-12-31,2016-02-11,5192,FD1503802,
66003008,160100002,46346716,ČAS - SERVICE a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,47373,2015-12-31,2016-03-07,5192,FD1503804,
66003008,215370284,49710371,"Řízení letového provozu ČR, státní podnik",Zajištění výcviku řídících letového provozu  a ostatního personálu letových navigačních služeb za 3-12/2015,5297667.98,2015-12-31,2016-02-05,5169,FD1503805,
66003008,215370285,49710371,"Řízení letového provozu ČR, státní podnik",Zajištění výcviku řídících letového provozu  a ostatního personálu letových navigačních služeb za 3-12/2015,748283.36,2015-12-31,2016-02-05,5169,FD1503806,
66003008,90055512,25145444,ICZ a.s.,podpora aplikace CRV za 12/2015,1651650,2015-12-31,2016-02-11,5168,FD1503807,
66003008,211151924,61328987,INEX Česká republika s.r.o.,tech. správa budov za 12/2015,332902,2015-12-31,2016-02-11,5169,FD1503808,
66003008,1011500058,28170954,PROBO BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,225236,2015-12-31,2016-02-11,5192,FD1503810,
66003008,6121500134,25094769,Suweco CZ s.r.o.,"DOBROPIS - noviny, časopisy - FD1500005,FD1500737, FD1501547, FD1502482",-2697.90,2015-12-31,2016-02-23,2391,FD1503813,
66003008,6121500134,25094769,Suweco CZ s.r.o.,"DOBROPIS - noviny, časopisy - FD1500005,FD1500737, FD1501547, FD1502482",1348.95,2015-12-31,2016-02-23,2324,FD1503813,
66003008,100154044,25051865,ZENOVA services s.r.o.,úklidové práce za 12/2015,507704,2015-12-31,2016-02-11,5169,FD1503814,
66003008,100154045,25051865,ZENOVA services s.r.o.,vícepráce za 12/2015,37015.85,2015-12-31,2016-02-11,5169,FD1503815,
66003008,2015077,24823066,"IRIS IDENT, s.r.o.",zajištění správy a provozu EUCARIS za 12/2015,21780,2015-12-31,2016-01-22,5168,FD1503817,
66003008,4100521099,25332473,"Autobusy Karlovy Vary, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,39313,2015-12-31,2016-02-11,5192,FD1503819,
66003008,2201500897,46345850,"FTL - First Transport Lines, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,60467.99,2015-12-31,2016-02-22,5192,FD1503820,
66003008,12100209,60071397,COMETT PLUS spol. s r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,27824,2015-12-31,2016-02-22,5192,FD1503821,
66003008,421500042,45148996,ANEXIA s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,202034.97,2015-12-31,2016-02-11,5192,FD1503822,
66003008,6015150350,46965815,"ZDAR, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,83134,2015-12-31,2016-06-16,5192,FD1503823,
66003008,122015,15036278,Zlatovánek spol.s r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,51622.43,2015-12-31,2016-02-11,5192,FD1503824,
66003008,111500758,49969242,BORS Břeclav a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-12/2015,37753,2015-12-31,2016-02-05,5192,FD1503825,
66003008,1201580329,45192120,ČSAD Vsetín a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,205630,2015-12-31,2016-02-11,5192,FD1503826,
66003008,7251501822,27074358,"Asseco Central Europe,a.s.",tech. a uživatelská podpora systému digitálního tachagrafu za 12/2015,762300,2015-12-31,2016-02-10,5168,FD1503829,
66003008,7251501823,27074358,"Asseco Central Europe,a.s.",čipové karty pro systém Digitálního tachografu za 12/2015,2067299.52,2015-12-31,2016-02-11,5139,FD1503830,
66003008,7251501821,27074358,"Asseco Central Europe,a.s.",podpora a upgrade informačního systému ADR za 12/2015,36300,2015-12-31,2016-02-11,5168,FD1503831,
66003008,3615161136,24229881,"Caledonian Languages, s.r.o.",jazyková výuka za 12/2015,6969.60,2015-12-31,2016-01-28,5169,FD1503833,
66003008,16001,67398138,Jan Kukla,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,4102,2015-12-31,2016-02-22,5192,FD1503834,
66003008,1543212,27244181,Autobusy VKJ  s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2015,173148.15,2015-12-31,2016-02-11,5192,FD1503835,
66003008,2141500036,27229131,ČSAD MHD Kladno a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,193711,2015-12-31,2016-02-11,5192,FD1503836,
66003008,25034,25542141,"BK BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,11314.04,2015-12-31,2016-09-20,5192,FD1503837,
66003008,150226,46351973,ČSAD POLKOST s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-12/2015,35473,2015-12-31,2016-02-22,5192,FD1503838,
66003008,2742015,27651029,AUTODOPRAVA LAMER s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,8070,2015-12-31,2016-02-11,5192,FD1503839,
66003008,135503544,25317075,STUDENT AGENCY s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,4250736.86,2015-12-31,2016-03-30,5192,FD1503840,
66003008,9906217949,45274649,"ČEZ, a.s.",dodávka el. enrgie do elektromobilu,174.24,2015-12-31,2016-02-01,5156,FD1503842,
66003008,3711500533,47676795,AutoCont CZ a.s.,legislativní upgrade I. etapa CIS STK,4446750,2015-12-31,2016-02-12,6111,FD1503843,
66003008,32149320,27582167,Deloitte Advisory s.r.o.,Služby technicko-organizačního poradce za 12/2015,2547836.50,2015-12-31,2016-02-04,5166,FD1503844,
66003008,1522250218,25198688,ČSAD STTRANS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,80413,2015-12-31,2016-02-11,5192,FD1503847,
66003008,6101500078,1486951,HOUSACAR s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,19002,2015-12-31,2016-02-11,5192,FD1503848,
66003008,89050256,27752968,ČSAD BUS Uherské Hradiště a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11-12/2015,68156,2015-12-31,2016-02-11,5192,FD1503849,
66003008,1022382015,70994226,"České dráhy, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,1922030.69,2015-12-31,2016-06-07,5192,FD1503850,
66003008,15016,29125782,"RAIL BUS, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,17273,2015-12-31,2016-06-16,5192,FD1503851,
66003008,3711500551,47676795,AutoCont CZ a.s.,paušální služba - podpora,39930,2015-12-31,2016-01-29,5168,FD1503854,
66003008,9506461,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,seminář - JUDr. Dagmar Šimáčková,2890,2015-10-19,2016-01-26,5167,FD1503856,
66003008,2000200145,49454641,ČAD Blansko a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,4941,2015-12-31,2016-02-22,5192,FD1503857,
66003008,500012047,70890293,Institut pro veřejnou správu Praha,"seminář - Bc. Barbora Cásková, Mgr. Ilona Tomčíková",1780,2015-12-07,2016-01-26,5167,FD1503858,
66003008,20150548,29145121,Tender systems s.r.o.,Podpora a rozšíření informačních systémů pro elektronizaci a centralizaci zadávání veřejných zakázek,43560,2015-12-31,2016-02-12,5168,FD1503860,
66003008,5831160014,2819678,O2 IT Services s.r.o.,zajištění provozu a infrastruktury pro dopravně správní agendy a systémy ERP a HR za 12/2015,4664066,2015-12-31,2016-02-24,5168,FD1503861,
66003008,711150034,27391400,DP CITY s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,39737.75,2015-12-31,2016-09-20,5192,FD1503863,
66003008,9001620015,25945408,ARRIVA VÝCHODNÍ ČECHY a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,129219.39,2015-12-31,2016-02-22,5192,FD1503864,
66003008,20150694,25251635,Trutnovská autobusová doprava s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,53421.26,2015-12-31,2016-04-18,5192,FD1503865,
66003008,5111640001,25827405,ARRIVA MORAVA a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,316243,2015-12-31,2016-02-11,5192,FD1503866,
66003008,20150074,47122269,M express s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,8669,2015-12-31,2016-02-15,5192,FD1503867,
66003008,1231690001,70994226,"České dráhy, a.s.",DOBROPIS - mezinárodní jízdenky,-1076,2015-12-21,2016-02-15,2324,FD1503868,
66003008,1231690001,70994226,"České dráhy, a.s.",DOBROPIS - mezinárodní jízdenky,0,2015-12-21,2016-02-15,2391,FD1503868,
66003008,2016100086,60193336,O2 Czech Republic a.s.,VRUBOPIS - telekomunikační služby za 10-12/2015,87542.77,2015-12-31,2016-02-12,5162,FD1503869,
66003008,311600006,26730448,ARRIVA PRAHA s.r.o,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,88315.61,2015-12-31,2016-03-30,5192,FD1503870,
66003008,7101500635,48533076,Tourbus a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,143468.10,2015-12-31,2016-06-16,5192,FD1503871,
66003008,3613131,26402068,"Údržba silnic Karlovarského kraje, a.s.",údržba silnic I. třídy za 12/2015,959952.05,2015-12-31,2016-02-08,5171,FD1503872,
66003008,3613132,26402068,"Údržba silnic Karlovarského kraje, a.s.",údržba silnic I. třídy za 12/2015,1197841.90,2015-12-31,2016-02-08,5171,FD1503873,
66003008,3613133,26402068,"Údržba silnic Karlovarského kraje, a.s.",údržba silnic I. třídy za 12/2015,1637489,2015-12-31,2016-02-08,5171,FD1503874,
66003008,2150633859,49356089,"AVE CZ odpadové hospodářství, s.r.o.",údržba silnic I. třídy za 12/2015,1989889,2015-12-31,2016-02-15,5171,FD1503875,
66003008,63150030,90450,Krajská správa a údržba silnic Vysočiny,údržba silnic I. třídy za 12/2015,6095208.36,2015-12-31,2016-02-15,5171,FD1503876,
66003008,150100884,27138551,USK s.r.o.,údržba silnic I. třídy za 12/2015,1837627.28,2015-12-31,2016-01-28,5171,FD1503877,
66003008,2015450095,25085221,AVE Kladno s.r.o.,údržba silnic I. třídy za 12/2015,1187250.99,2015-12-31,2016-02-15,5171,FD1503878,
